Date,Time,Id,CumReturnResid,CumReturnRaw,CumVolume
20100104,45:00.0,BBG000BK2F42,-0.008615323,0.000814738,96646
20100104,45:00.0,BBG000BSXQV7,-0.008092767,-0.000973131,115479
20100104,45:00.0,BBG000BR37X2,-0.005826807,-0.003336217,295586
20100104,45:00.0,BBG000BWCKB6,-0.005125937,0.001842943,36250
20100104,45:00.0,GEN_EQ0030073600001000,0.010934147,0.02428104,73407
20100104,45:00.0,BBG000BMLWX8,0.005457294,0.012787821,81248
20100104,45:00.0,BBG000BJ5GK2,-0.007958808,0.006618674,58198
20100104,45:00.0,GEN_EQ0010020600001000,-0.000131819,0.009936625,243457
20100104,45:00.0,BBG000BCTQ65,1.2405912e-05,0.001883233,200952
20100104,45:00.0,BBG000BWVSR1,0.002402382,0.008573485,210653
20100104,45:00.0,BBG000LC1FS4,0.009619974,0.045190983,228230
20100104,45:00.0,BBG000CNWNL6,-0.005151583,0.010036447,82157
20100104,45:00.0,BBG000CL9VN6,-0.00413709,0.003267639,188966
20100104,45:00.0,GEN_EQ0010624300001000,-0.012296865,0.02144636,102748
20100104,45:00.0,BBG000CXYSZ6,0.003233869,0.016241767,42109
20100104,45:00.0,BBG000BP5YT0,-0.009103052,0.015058188,420153
20100104,45:00.0,BBG000NDZ417,-0.000647775,0.03233971,169927
20100104,45:00.0,BBG000BGYWY6,0.004206102,0.011147555,95485
20100104,45:00.0,BBG000BDG1Y1,-0.00630888,0.000623179,137688
20100104,45:00.0,BBG000DN7P92,0.008925675,0.016476443,209983
20100104,45:00.0,BBG000BTQR96,0.003507383,0.010974072,142052
20100104,45:00.0,BBG000HQ7GC7,0.009072952,0.020978218,220872
20100104,45:00.0,BBG000DNTSP4,-0.009019601,0.006231921,177628
20100104,45:00.0,BBG000BVHBM1,7.7630176e-07,0.001857808,136108
20100104,45:00.0,BBG000JN9BQ6,0.018992087,0.049575858,219561
20100104,45:00.0,BBG000CVWGS6,-0.003065232,0.010796148,872191
20100104,45:00.0,BBG000BW2QX0,-0.010725727,0.001473623,186411
20100104,45:00.0,BBG000FL0BC8,-0.001280024,0.034103587,136974
20100104,45:00.0,BBG000BT4T69,0.00154991,0.002464099,206037
20100104,45:00.0,BBG000BN5HF7,0.003360163,0.014123285,195650
20100104,45:00.0,BBG000F80SZ5,-0.002980946,0.019831019,687803
20100104,45:00.0,BBG000BR54L0,0.003986128,0.013992895,489526
20100104,45:00.0,BBG000BF2KK4,0.001720538,0.010554606,30846
20100104,45:00.0,BBG000BCYP43,0.007093187,0.010088684,59466
20100104,45:00.0,GEN_EQ0011591100001000,-0.002445866,0.004434385,48524
20100104,45:00.0,BBG000BJVZF7,-0.003555945,0.008874492,111582
20100104,45:00.0,BBG000FBK808,0.00571661,0.039149508,138054
20100104,45:00.0,BBG000BPNP00,0.004239119,0.016486181,70966
20100104,45:00.0,BBG000BDWKC5,0.005819433,0.01580241,184234
20100104,45:00.0,BBG000BXRPH1,0.008816895,0.039536037,94701
20100104,45:00.0,BBG000BN7277,0.007375456,0.043769877,456983
20100104,45:00.0,BBG000DR22B6,0.04133501,0.055948425,717638
20100104,45:00.0,BBG000BRJ809,0.003647005,0.016235214,80665
20100104,45:00.0,BBG000BJ98Z0,-0.006714694,-0.00288235,139918
20100104,45:00.0,BBG000BNBPQ0,-0.007556578,0.003317748,122302
20100104,45:00.0,BBG000BG14P4,-0.001173251,0.011533975,197526
20100104,45:00.0,BBG000BNGTQ7,0.00162003,0.013510317,176279
20100104,45:00.0,BBG000C9W1Y1,,,86961
20100104,45:00.0,BBG000CGT2S4,0.003198942,0.03668783,293357
20100104,45:00.0,BBG000DSMS70,-0.001259735,0.011250514,92298
20100104,45:00.0,BBG000BLCPY4,0.003309179,0.038350545,126250
20100104,45:00.0,BBG000BR3KL6,0.001338968,0.00974746,73144
20100104,45:00.0,BBG000BKSL41,-0.002236644,0.001819573,372644
20100104,45:00.0,BBG000C2YHG9,-0.000209774,0.013972642,174870
20100104,45:00.0,BBG000BVPPM1,0.024513116,0.054592367,612122
20100104,45:00.0,BBG000QY3XZ2,-0.019978238,-0.007970537,391908
20100104,45:00.0,BBG000BMB7R1,-0.005676595,0.004923241,205935
20100104,45:00.0,BBG000TWC2V5,0.017286723,0.023697508,454711
20100104,45:00.0,BBG000D1QCF1,-0.006138335,0.021000547,62847
20100104,45:00.0,BBG000BP1152,-0.01836814,0.004614739,177154
20100104,45:00.0,BBG000D7RKJ5,-0.003142098,0.004598579,60878
20100104,45:00.0,BBG000BVVQQ8,-0.021653587,0.000532053,255376
20100104,45:00.0,BBG000DV7MX4,-0.003509664,0.01586395,401564
20100104,45:00.0,BBG000CKJ0P3,-0.004839182,-0.000957768,57485
20100104,45:00.0,GEN_EQ0010141600001000,0.014350466,0.03369055,289213
20100104,45:00.0,BBG000BGRKT6,-0.00585744,0.004080666,72309
20100104,45:00.0,BBG000BGKHZ3,0.010041148,0.018755112,147296
20100104,45:00.0,BBG000C2ZCH8,0.000663382,0.005447834,56049
20100104,45:00.0,BBG000MDCQC2,0.004828502,0.015934028,137094
20100104,45:00.0,BBG000F7RCJ1,0.003786454,0.007406675,121264
20100104,45:00.0,BBG000C6F3T8,-0.009905404,0.008080306,319291
20100104,45:00.0,BBG000BNNYW1,0.004907107,0.010507807,233654
20100104,45:00.0,BBG000BHCP19,-0.002991793,0.010491813,158334
